Customer ID,Total_Sales,Total_Profit,Total_Orders,Segment
NB-18655,1972.599,117.6429,9,Low Value
NC-18340,2461.404,580.3075,5,Mid Value
NC-18415,2218.9900000000002,-2204.8072,6,Mid Value
NC-18535,8241.739,1314.758,7,VIP
NC-18625,1821.742,-359.02099999999996,5,Mid Value
ND-18370,4326.139,353.64549999999997,9,Low Value
ND-18460,2893.455,443.33680000000004,6,Mid Value
NF-18385,8322.826,-1695.9714,7,Low Value
NF-18475,377.16200000000003,85.92779999999999,4,Mid Value
NF-18595,2031.472,388.2131,7,Low Value
NG-18355,1869.58,313.63349999999997,5,Mid Value
NG-18430,1395.9379999999999,217.0893,5,Mid Value
NH-18610,2673.29,760.1666,7,Low Value
NK-18490,572.048,121.2177,7,Low Value
NL-18310,1418.0900000000001,343.6381,4,Mid Value
NM-18445,6459.344,2751.6848999999997,7,VIP
NM-18520,2161.979,788.9525000000001,10,Low Value
NP-18325,5529.62,1208.8890000000001,6,VIP
NP-18670,3908.402,514.6002,5,Mid Value
NP-18685,1228.698,514.5017,6,Mid Value
NP-18700,7903.1825,631.2282,7,VIP
NR-18550,2367.277,-25.148799999999966,5,Mid Value
NS-18505,2575.863,-12.303999999999997,4,Mid Value
NS-18640,2964.823,-234.7714,13,Low Value
NW-18400,7234.014,1023.123,7,VIP
NZ-18565,2488.31,402.4236,9,Low Value
ON-18715,1567.52,-5.88900000000001,9,Low Value
OT-18730,3818.624,-925.1203,5,Mid Value
PA-19060,729.408,225.8588,6,Mid Value
PB-18805,740.356,229.2257,3,Mid Value
PB-19105,688.324,218.15970000000002,4,Mid Value
PB-19150,1456.95,280.6606,8,Low Value
PB-19210,132.738,21.897000000000002,2,Mid Value
PC-18745,1832.064,272.685,4,Mid Value
PC-19000,1061.488,-184.3364,2,Mid Value
PF-19120,9062.864,-614.2943000000001,4,VIP
PF-19165,2770.0,196.87389999999996,6,Mid Value
PF-19225,2206.1279999999997,591.3118000000001,5,Mid Value
PG-18820,3086.907,137.46130000000002,13,Low Value
PG-18895,1987.164,334.5163,9,Low Value
PH-18790,729.648,47.8878,1,Mid Value
PJ-18835,1220.09,442.1355,8,Low Value
PJ-19015,1824.2340000000002,682.9979000000001,7,Low Value
PK-18910,1441.152,-798.705,2,Mid Value
PK-19075,8646.934,2038.2676000000001,12,High Value
PL-18925,239.481,-0.7527000000000026,5,Mid Value
PM-18940,1405.402,157.8768,3,Mid Value
PM-19135,4115.662,526.7537,4,Mid Value
PN-18775,1467.152,192.0396,8,Low Value
PO-18850,7473.8282,38.47569999999996,11,VIP
PO-18865,2493.214,437.8533,7,Low Value
PO-19180,4893.043,1155.4331,9,VIP
PO-19195,1056.858,-49.70089999999999,5,Mid Value
PP-18955,7252.608,1495.0854,10,VIP
PR-18880,1840.178,247.6226,5,Mid Value
PS-18760,2181.479,-134.441,6,Mid Value
PS-18970,1278.639,198.5099,8,Low Value
PS-19045,6843.634,1742.7296999999999,7,VIP
PT-19090,160.572,-20.0508,4,Mid Value
PV-18985,2876.046,434.52840000000003,5,Mid Value
PW-19030,3454.916,803.8169,10,Low Value
PW-19240,3922.4150000000004,1290.354,7,VIP
QJ-19255,6108.338,1203.6768,9,VIP
RA-19285,2617.906,546.0882,9,Low Value
RA-19885,3832.314,1292.8656,7,VIP
RA-19915,4793.543,304.8673,9,Low Value
RA-19945,1686.9225,-445.695,5,Mid Value
RB-19330,1008.1959999999999,-164.40619999999998,2,Mid Value
RB-19360,15117.339,6976.0959,6,High Value
RB-19435,2663.0860000000002,477.23990000000003,8,Low Value
RB-19465,4715.466,640.5466,12,Low Value
RB-19570,528.546,76.8879,5,Mid Value
RB-19645,221.084,72.679,5,Mid Value
RB-19705,2067.45,243.07549999999998,4,Mid Value
RB-19795,5633.316000000001,-461.73319999999995,8,Low Value
RC-19825,966.409,63.991400000000006,6,Mid Value
RC-19960,885.752,10.563300000000002,6,Mid Value
RD-19480,4272.93,480.594,8,Low Value
RD-19585,2912.8940000000002,734.5158,10,Low Value
RD-19660,2786.632,835.772,5,Mid Value
RD-19720,1419.737,207.3304,10,Low Value
RD-19810,1137.616,318.4625,8,Low Value
RD-19900,3133.924,455.5292,9,Low Value
RD-19930,970.9420000000001,35.05740000000001,4,Mid Value
RE-19405,48.36,6.045,1,Mid Value
RE-19450,876.696,209.2294,5,Mid Value
RF-19345,3309.15,633.7072000000001,8,Low Value
RF-19735,2341.2960000000003,711.6168,7,Low Value
RF-19840,945.222,280.0261,8,Low Value
RH-19495,3621.3759999999997,563.7877,5,Mid Value
RH-19510,6979.18,1289.4535,6,VIP
RH-19555,740.382,0.30570000000000164,2,Mid Value
RH-19600,2085.7400000000002,172.6261,3,Mid Value
RK-19300,1460.192,269.688,3,Mid Value
RL-19615,6234.91,488.14840000000004,8,VIP
RM-19375,1453.474,392.1499,6,Mid Value
RM-19675,5979.0960000000005,1902.5438000000001,5,VIP
RM-19750,98.35,28.6879,1,Mid Value
RO-19780,3815.478,-1262.5716000000002,7,Low Value
RP-19270,954.6452,59.538399999999996,4,Mid Value
RP-19390,5153.084,465.25030000000015,12,Low Value
RP-19855,2170.716,594.5868,8,Low Value
RR-19315,615.932,-73.835,2,Mid Value
RR-19525,3302.2619999999997,721.6826,6,Mid Value
RS-19420,3221.29,633.4513999999999,5,Mid Value
RS-19765,4159.7699999999995,1206.3851,8,VIP
RS-19870,22.328,9.5838,2,Mid Value
RW-19540,7397.401,1586.6273,7,VIP
RW-19630,3279.746,698.8325,9,Low Value
RW-19690,3495.646,707.5503,5,Mid Value
SA-20830,4767.3415,610.1496000000001,10,Low Value
SB-20170,1348.02,157.6658,3,Mid Value
SB-20185,6410.996,885.4623999999999,6,VIP
SB-20290,8057.891,-2082.7451,7,Low Value
SC-20020,3362.9636,-317.0508,5,Mid Value
SC-20050,4624.572,1011.7443,9,VIP
SC-20095,14142.333999999999,5757.411899999999,9,High Value
SC-20230,4371.9580000000005,440.14099999999996,4,Mid Value
SC-20260,3729.7929999999997,671.0033999999999,8,Low Value
SC-20305,3979.065,229.1617,7,Low Value
SC-20380,5992.536,236.66149999999996,9,VIP
SC-20440,1874.998,379.5611,7,Low Value
SC-20575,902.7280000000001,100.2253,5,Mid Value
SC-20680,1254.64,370.1578,6,Mid Value
SC-20695,2576.408,611.8291,10,Low Value
SC-20725,5226.21,1276.6513,11,VIP
SC-20770,4492.657,-671.1874,7,Low Value
SC-20800,279.25600000000003,51.8252,4,Mid Value
SC-20845,280.632,31.1757,2,Mid Value
SD-20485,6121.114,1985.1671999999999,9,VIP
SE-20110,12209.438000000002,2650.6769,11,High Value
SF-20065,763.5459999999999,228.1623,7,Low Value
SF-20200,3422.7859999999996,286.9046,9,Low Value
SF-20965,3336.535,539.9352,9,Low Value
SG-20080,3406.5809999999997,570.438,3,Mid Value
SG-20470,1884.798,-119.0105,8,Low Value
SG-20605,3124.832,463.269,6,Mid Value
SG-20890,47.946,-3.7073,3,Mid Value
SH-19975,3406.8395,558.4739999999999,13,Low Value
SH-20395,2180.718,-144.5229,10,Low Value
SH-20635,2096.392,260.6258,2,Mid Value
SJ-20125,3949.656,144.1189,12,Low Value
SJ-20215,1341.036,-23.5137,6,Mid Value
SJ-20500,1318.776,68.09629999999999,5,Mid Value
SK-19990,883.409,168.7933,3,Mid Value
SL-20155,3053.012,527.9715,7,Low Value
SM-20005,244.49399999999997,-26.5927,4,Mid Value
SM-20320,25043.05,-1980.7393,5,High Value
SM-20905,1043.041,-237.2885,1,Mid Value
SM-20950,5563.392,581.5741999999999,12,Low Value
SN-20560,1860.418,-716.8565000000001,6,Mid Value
SN-20710,3127.9592,481.74989999999997,7,Low Value
SO-20335,2602.5755,-81.0858,6,Mid Value
SP-20545,1306.086,-118.77570000000001,6,Mid Value
SP-20620,5440.319,-270.42819999999995,9,Low Value
SP-20650,1872.4360000000001,268.4782,9,Low Value
SP-20860,4282.94,566.7226,10,Low Value
SP-20920,3990.689,14.692400000000003,6,Low Value
SR-20425,3233.481,-3333.9144,5,Mid Value
SR-20740,4345.8859999999995,1990.4243999999999,8,VIP
SS-20140,1324.028,332.3487,8,Low Value
SS-20410,3056.8070000000002,-1010.9738,6,Mid Value
SS-20515,613.4,199.93449999999999,3,Mid Value
SS-20590,418.49,135.5401,6,Mid Value
SS-20875,964.636,-75.586,5,Mid Value
ST-20530,433.34000000000003,84.4419,7,Low Value
SU-20665,2595.364,763.4719,7,Low Value
SV-20365,11470.949999999999,1199.4242,10,High Value
SV-20785,4105.305,485.0272,9,Low Value
SV-20815,1271.0900000000001,199.6502,4,Mid Value
SV-20935,1903.491,106.8912,8,Low Value
SW-20245,1085.078,-19.60620000000001,7,Low Value
SW-20275,1966.65,332.8725,6,Mid Value
SW-20350,1019.044,95.8383,3,Mid Value
SW-20455,2921.544,793.6548,7,Low Value
SW-20755,758.6959999999999,68.2416,2,Mid Value
SZ-20035,3625.329,366.43030000000005,11,Low Value
TA-21385,14595.62,4703.7883,4,High Value
TB-21055,1467.881,390.2113,5,Mid Value
TB-21175,3589.296,829.1635,4,Mid Value
TB-21190,816.1740000000001,179.0038,4,Mid Value
TB-21250,1602.376,260.6155,7,Low Value
TB-21280,2198.45,490.9567,6,Mid Value
TB-21355,834.328,268.967,5,Mid Value
TB-21400,9133.99,2798.3689,7,High Value
TB-21520,4737.486,-1603.0451,9,Low Value
TB-21595,1387.559,-136.4091,5,Mid Value
TB-21625,2797.668,379.882,9,Low Value
TC-20980,19052.218,8981.323900000001,5,High Value
TC-21145,1038.26,265.5332,1,Mid Value
TC-21295,4266.812,606.3727,8,Low Value
TC-21475,1244.976,119.104,9,Low Value
TC-21535,742.5580000000001,217.933,7,Low Value
TD-20995,1434.5480000000002,88.1897,9,Low Value
TG-21310,3058.372,682.1704,5,Mid Value
TG-21640,2074.661,365.7205,4,Mid Value
TH-21100,2422.824,-135.2125,5,Mid Value
TH-21115,2942.772,-252.5539,4,Mid Value
TH-21235,1022.201,92.729,8,Low Value
TH-21550,4234.0960000000005,-571.9678,7,Low Value
TM-21010,2955.2259999999997,573.3013,8,Low Value
TM-21490,1094.6779999999999,292.52099999999996,3,Mid Value
TN-21040,3130.221,-692.0452,7,Low Value
TP-21130,4454.0560000000005,1129.1261,9,VIP
TP-21415,5329.0048,-1087.3898,5,Mid Value
TP-21565,1936.6399999999999,139.22869999999995,4,Mid Value
TR-21325,675.9419999999999,220.36440000000002,5,Mid Value
TS-21085,4.833,-3.3156,2,Mid Value
TS-21160,2163.6240000000003,260.87440000000004,6,Mid Value
TS-21205,5371.09,862.8877,7,VIP
TS-21340,974.7819999999999,-184.97889999999998,5,Mid Value
TS-21370,11891.751,2371.7144000000003,6,High Value
TS-21430,2054.14,48.70169999999999,5,Mid Value
TS-21505,2243.274,11.377899999999983,6,Mid Value
TS-21610,2820.424,-294.6981,7,Low Value
TS-21655,3368.094,220.91629999999998,5,Mid Value
TT-21070,4915.602,751.9567,7,VIP
TT-21220,1427.0439999999999,278.7371,8,Low Value
TT-21265,439.5,93.9162,3,Mid Value
TT-21460,5364.808,1124.4999,7,VIP
TW-21025,5278.826,737.3905,7,VIP
TZ-21580,1707.286,224.8887,4,Mid Value
VB-21745,2005.596,371.2398,6,Mid Value
VD-21670,6442.254,1617.7874000000002,6,VIP
VF-21715,847.944,-96.27799999999999,5,Mid Value
VG-21790,846.01,143.6268,6,Mid Value
VG-21805,427.372,-52.333,5,Mid Value
VM-21685,2454.866,513.5269,7,Low Value
VM-21835,380.69,116.6373,5,Mid Value
VP-21730,993.9019999999999,205.3888,3,Mid Value
VP-21760,3360.526,-1018.7768,7,Low Value
VS-21820,1055.981,-262.8093,4,Mid Value
VT-21700,1736.596,-224.08889999999997,2,Mid Value
VW-21775,6134.0380000000005,-874.6645,10,Low Value
WB-21850,6160.102,714.3311,11,VIP
XP-21865,2374.658,621.23,11,Low Value
YC-21895,5454.35,1305.629,5,VIP
YS-21880,6720.4439999999995,1778.2923,8,VIP
ZC-21910,8025.707,-1032.1490000000001,13,Low Value
ZD-21925,1493.944,249.1307,5,Mid Value
